item_id,item_name,category,department,shelf_life_days,days_remaining,initial_stock,current_stock,base_price,dynamic_price,daily_sales,elasticity,restock_frequency_days,last_restock_date,next_restock_date,carbon_score,predicted_monthly_sales,predicted_daily_sales,days_until_restock,days_stock_lasts
WM23396B,Great Value Bagels Organic,Perishable,Bakery,8,7,64,14,6.89,6.89,19,1.18,2,2025-06-26,2025-06-28,3.61,573.8,19.13,0,0.7318348465332067
WMA978DC,Canned Ketchup,Non-Perishable,Grocery,683,53,421,236,6.86,6.86,73,0.77,12,2025-06-21,2025-07-03,4.7,2241.78,74.73,2,3.158035452946403
WM6A7894,Campbell's Butter,Perishable,Dairy,15,14,81,22,2.05,2.05,32,0.13,1,2025-06-23,2025-06-24,5.42,974.78,32.49,0,0.6771313900725591
WM93ACB1,Great Value Bacon,Perishable,Meat,11,1,474,344,7.28,6.99,28,0.54,2,2025-06-21,2025-06-23,4.13,881.67,29.39,0,11.704661692547075
WM6E34BA,Del Monte Croissants,Perishable,Bakery,20,17,147,145,3.05,3.05,36,0.56,1,2025-06-24,2025-06-25,3.56,1132.98,37.77,0,3.8390256352299055
WME79CA8,Sara Lee Speaker 16oz,Perishable,Electronics,360,309,441,433,15.02,15.02,80,4.54,11,2025-06-19,2025-06-30,3.16,2480.06,82.67,0,5.23769214455668
WMBF2D7D,Uncle Ben's Milk 16oz,Perishable,Dairy,29,8,220,114,6.01,6.01,72,0.0,2,2025-06-27,2025-06-29,2.83,2159.97,72.0,0,1.5833333333333333
WMED4182,Barilla Beans 12oz,Non-Perishable,Grocery,308,75,344,327,4.65,4.65,9,0.75,13,2025-06-22,2025-07-05,6.98,284.0,9.47,4,34.530094063302016
WM7E0D49,Sara Lee Bacon 16oz,Perishable,Meat,3,2,115,112,1.61,1.61,15,0.14,1,2025-06-30,2025-07-01,7.85,472.2,15.74,0,7.115629074246394
WM01ACF8,Organic Grapes,Perishable,Produce,10,0,110,51,5.46,4.25,58,1.21,1,2025-06-27,2025-06-28,5.41,1731.1,57.7,0,0.8838821373596437
WM4AA02C,Barilla Beans,Perishable,Grocery,398,205,408,136,8.54,8.54,46,1.32,12,2025-06-27,2025-07-09,6.26,1369.84,45.66,8,2.978537022656344
WM3079ED,Heinz Razor Blades,Perishable,Personal Care,373,363,326,283,2.37,2.37,11,0.55,11,2025-06-23,2025-07-04,7.74,257.23,8.57,3,33.02217153763909
WMFD1602,Onions 12oz,Perishable,Produce,3,1,415,192,0.66,0.66,56,0.12,1,2025-06-27,2025-06-28,1.79,1666.46,55.55,0,3.4563456820338883
WM3BFC50,Canned Pasta,Non-Perishable,Grocery,663,389,475,256,1.68,1.68,4,0.22,9,2025-06-23,2025-07-02,8.31,126.58,4.22,1,60.66351012504999
WM6D5E14,Organic Peppers,Perishable,Produce,13,8,247,52,8.69,8.69,70,1.17,2,2025-06-18,2025-06-20,7.93,2199.04,73.3,0,0.7094133401779303
WMF4E65C,Del Monte Speaker,Non-Perishable,Electronics,401,47,234,146,25.34,25.34,11,6.85,7,2025-06-22,2025-06-29,5.7,317.29,10.58,0,13.799622027677467
WMB9B5B3,Campbell's Cheese,Perishable,Dairy,41,41,457,138,3.37,3.37,144,0.24,1,2025-07-01,2025-07-02,6.74,2720.24,90.67,1,1.5220028982780471
WM86C861,Barilla Rolls 12oz,Perishable,Bakery,18,1,394,115,8.29,7.35,76,1.3,1,2025-06-30,2025-07-01,5.42,2243.55,74.79,0,1.537638702931538
WM0F544F,Del Monte Pork,Perishable,Meat,8,8,473,404,2.26,2.26,34,0.3,1,2025-06-29,2025-06-30,5.49,1088.37,36.28,0,11.135612282063857
WMF99D1A,Uncle Ben's Sauce,Non-Perishable,Grocery,456,425,444,303,7.14,7.14,40,1.01,10,2025-06-18,2025-06-28,5.92,1213.37,40.45,0,7.4907291541415875
WM54E65A,Heinz Butter,Perishable,Dairy,4,2,317,264,2.48,2.48,59,0.15,2,2025-06-27,2025-06-29,8.09,1764.3,58.81,0,4.489032372644996
WM987A0C,Organic Pork,Perishable,Meat,3,1,201,174,3.69,3.69,38,0.32,2,2025-06-24,2025-06-26,5.45,1172.26,39.08,0,4.452405113802527
WM8AED3A,Del Monte Bread 12oz,Perishable,Bakery,48,4,409,369,1.68,1.68,66,0.0,2,2025-06-22,2025-06-24,7.6,1250.85,41.7,0,8.848920701410295
WMDF413F,Organic Yogurt 16oz,Perishable,Dairy,16,2,391,283,1.78,1.73,79,0.14,2,2025-06-25,2025-06-27,4.81,2350.02,78.33,0,3.612919614254393
WM516294,Barilla Bacon 16oz,Perishable,Meat,7,1,154,72,5.26,5.11,61,0.54,1,2025-06-27,2025-06-28,3.67,1834.57,61.15,0,1.1774325135466976
WM553C7F,Campbell's Bagels,Perishable,Bakery,42,2,67,36,8.93,8.93,57,1.29,2,2025-06-25,2025-06-27,3.32,1726.04,57.53,0,0.6257604860745312
WM13979F,Organic Cereal,Non-Perishable,Grocery,534,177,204,156,4.83,4.83,11,0.75,11,2025-06-20,2025-07-01,5.53,339.69,11.32,0,13.780919099434872
WM450F81,Tyson Rice 12oz,Perishable,Grocery,494,320,168,147,8.76,8.76,54,0.0,12,2025-06-18,2025-06-30,5.48,1611.62,53.72,0,2.7364109579235776
WM2AD829,Kellogg's Pork 12oz,Perishable,Meat,11,0,424,139,8.41,7.72,47,0.69,2,2025-07-01,2025-07-03,8.54,1406.4,46.88,2,2.965016997291386
WM48729D,Barilla Detergent 12oz,Non-Perishable,Household,607,567,206,57,7.85,7.85,14,0.0,8,2025-07-01,2025-07-09,5.43,462.19,15.41,8,3.6988968568726066
WM970262,Uncle Ben's Beans,Perishable,Grocery,661,75,441,229,8.57,8.57,65,0.89,11,2025-06-21,2025-07-02,5.35,1958.1,65.27,1,3.5085033212473213
WM194374,Organic Bacon,Perishable,Meat,13,11,483,393,3.99,3.99,10,0.45,2,2025-06-24,2025-06-26,2.23,298.74,9.96,0,39.45783117417703
WMD9BBE3,Campbell's Pasta,Non-Perishable,Grocery,566,375,385,163,6.77,6.77,33,1.35,13,2025-06-27,2025-07-10,6.0,2336.91,77.9,9,2.0924261464340317
WM2DE84F,Kellogg's Bread,Perishable,Bakery,54,53,211,148,9.82,9.82,7,0.0,1,2025-07-01,2025-07-02,3.87,174.43,5.81,1,25.473322109740995
WM916322,Great Value Sauce Organic,Perishable,Grocery,403,231,479,197,7.04,7.04,54,0.95,8,2025-06-24,2025-07-02,3.19,1620.86,54.03,1,3.646122606900486
WMB0DF74,Barilla Rice Organic,Non-Perishable,Grocery,647,1,424,335,8.9,8.9,54,0.0,7,2025-06-22,2025-06-29,7.86,1629.03,54.3,0,6.169429184289151
WMC8DAB0,Campbell's Croissants 12oz,Perishable,Bakery,9,0,473,228,1.46,1.19,12,0.27,1,2025-06-26,2025-06-27,3.88,378.46,12.62,0,18.0665611780946
WM96B837,Uncle Ben's Cereal 12oz,Non-Perishable,Grocery,465,74,129,34,1.55,1.55,54,0.19,10,2025-07-01,2025-07-11,5.11,1631.0,54.37,10,0.6253448715824974
WM6E4BB8,Kellogg's Milk 12oz,Perishable,Dairy,9,9,430,186,8.27,8.27,54,0.0,1,2025-06-27,2025-06-28,8.77,1599.31,53.31,0,3.4890263591924864
WM621AF1,Kellogg's Bacon,Perishable,Meat,13,5,386,331,4.53,4.53,41,0.28,1,2025-06-17,2025-06-18,8.16,1247.74,41.59,0,7.958643875585653
WM6ED36A,Kellogg's Cereal,Perishable,Grocery,322,316,324,202,4.58,4.58,51,0.52,10,2025-06-20,2025-06-30,5.92,1512.04,50.4,0,4.00793638659473
WM53A9AE,Heinz Bagels,Perishable,Bakery,49,30,94,26,5.99,5.99,8,0.99,2,2025-06-26,2025-06-28,4.22,266.82,8.89,0,2.924634307751012
WM0EA8DA,Kellogg's Beef 16oz,Perishable,Meat,3,0,426,259,8.24,7.15,9,1.09,2,2025-06-22,2025-06-24,3.37,278.09,9.27,0,27.939588695822145
WM1C3CB2,Carrots,Perishable,Produce,13,0,284,249,7.71,5.89,61,1.82,2,2025-06-23,2025-06-25,4.29,1866.96,62.23,0,4.001285583024958
WMAFD9A2,Organic Batteries 16oz,Perishable,Electronics,478,279,328,160,97.03,97.03,83,20.45,11,2025-06-17,2025-06-28,3.83,2149.73,71.66,0,2.2327657245795103
WMF8D6BD,Barilla Cereal Organic,Perishable,Grocery,364,224,318,205,5.02,5.02,48,0.78,13,2025-06-18,2025-07-01,7.42,1538.14,51.27,0,3.9984395976138014
WM6DB1B3,Kellogg's Butter Organic,Perishable,Dairy,45,16,298,231,9.87,9.87,36,0.67,2,2025-06-17,2025-06-19,7.44,1085.71,36.19,0,6.382978965617233
WM94814D,Fresh Bananas 16oz,Perishable,Produce,8,6,77,33,8.29,8.29,36,1.34,2,2025-06-17,2025-06-19,3.59,1108.3,36.94,0,0.893340585457948
WM477C32,Fresh Peppers 16oz,Perishable,Produce,5,5,282,79,3.79,3.79,63,0.46,2,2025-06-28,2025-06-30,6.43,1886.25,62.88,0,1.2563613018139528
WMD43181,Organic Avocados 16oz,Perishable,Produce,7,6,71,26,2.46,2.46,19,0.32,2,2025-06-29,2025-07-01,4.19,554.93,18.5,0,1.4054054054054055
WM2795C8,Avocados 16oz,Perishable,Produce,14,4,403,327,4.64,4.64,80,0.86,2,2025-07-01,2025-07-03,7.17,2441.09,81.37,2,4.018679967584685
WMB0F80F,Campbell's Butter 12oz,Perishable,Dairy,8,0,181,123,5.74,5.43,3,0.31,1,2025-06-23,2025-06-24,4.72,91.72,3.06,0,40.19607918301899
WM25627C,Heinz Yogurt,Perishable,Dairy,13,2,466,376,3.45,3.39,39,0.26,1,2025-06-25,2025-06-26,5.49,1184.49,39.48,0,9.523809634236425
WMCFA362,Kellogg's Butter 16oz,Perishable,Dairy,31,11,493,213,4.76,4.76,62,0.35,1,2025-06-26,2025-06-27,5.71,1890.74,63.02,0,3.3798793788132975
WMA5A376,Sara Lee Cheese,Perishable,Dairy,43,11,459,264,8.77,8.77,38,0.67,2,2025-06-18,2025-06-20,5.28,1138.44,37.95,0,6.956521599277871
WMF7B05E,Heinz Beef,Perishable,Meat,14,10,236,123,4.58,4.58,26,0.55,1,2025-06-20,2025-06-21,4.11,799.94,26.66,0,4.613653439759476
WM50F6E6,Grapes 12oz,Perishable,Produce,9,7,264,261,0.62,0.62,13,0.09,1,2025-06-17,2025-06-18,6.01,390.11,13.0,0,20.076923076923077
WM4B50F6,Canned Ketchup,Non-Perishable,Grocery,667,34,185,100,6.37,6.37,15,0.85,8,2025-06-27,2025-07-05,5.22,432.71,14.42,4,6.9348127233644785
WM828963,Uncle Ben's Bacon 16oz,Perishable,Meat,6,1,470,286,1.56,1.52,22,0.22,2,2025-06-30,2025-07-02,6.66,662.95,22.1,1,12.94117624720964
WMABCD52,Canned Ketchup 12oz,Perishable,Grocery,689,359,495,293,1.6,1.6,3,0.27,11,2025-06-26,2025-07-07,2.55,156.14,5.2,6,56.346155912918526
WM276BF9,Heinz Chicken 12oz,Perishable,Meat,8,8,383,145,0.74,0.74,33,0.11,1,2025-06-23,2025-06-24,5.07,995.56,33.19,0,4.368785959614779
WM8F4DE6,Organic Grapes Organic,Perishable,Produce,14,12,347,142,1.19,1.19,17,0.22,1,2025-06-22,2025-06-23,3.29,1291.29,43.04,0,3.299256435395923
WM50FD8D,Canned Beans,Perishable,Grocery,401,221,468,253,2.81,2.81,9,0.44,10,2025-06-30,2025-07-10,4.75,658.32,21.94,9,11.531449126779478
WM95CD59,Barilla Cleaner 16oz,Non-Perishable,Household,342,324,408,154,3.62,3.62,8,0.87,9,2025-06-19,2025-06-28,4.05,261.49,8.72,0,17.660549917904174
WM0CE249,Fresh Peppers,Perishable,Produce,10,4,205,169,3.11,3.11,46,0.54,1,2025-06-26,2025-06-27,4.58,1400.07,46.67,0,3.6211700585078295
WM87FDF3,Avocados,Perishable,Produce,10,9,312,269,9.18,9.18,61,1.98,1,2025-06-25,2025-06-26,3.48,1823.03,60.77,0,4.426526213159406
WM62868C,Heinz Sausage,Perishable,Meat,10,1,67,29,1.61,1.56,5,0.11,1,2025-06-21,2025-06-22,3.42,155.56,5.19,0,5.587668531844131
WMDD2E4E,Del Monte Toothpaste,Perishable,Personal Care,553,161,464,124,9.06,9.06,30,2.33,9,2025-06-17,2025-06-26,7.52,925.44,30.85,0,4.019448896813676
WMA61542,Uncle Ben's Cereal 12oz,Perishable,Grocery,484,226,254,71,1.33,1.33,7,0.19,13,2025-06-27,2025-07-10,0.0,215.27,7.18,9,9.888579623605459
WM36B9EC,Del Monte Sausage,Perishable,Meat,3,1,304,110,4.66,4.66,73,0.45,1,2025-06-22,2025-06-23,3.27,2154.67,71.82,0,1.5316068012727555
WME3E2B7,Del Monte Milk,Perishable,Dairy,34,13,150,49,5.02,5.02,47,0.0,2,2025-06-22,2025-06-24,2.6,1347.8,44.93,0,1.0905853475891334
WM997E17,Great Value Yogurt 12oz,Perishable,Dairy,35,35,488,438,7.83,7.83,46,0.78,1,2025-06-22,2025-06-23,2.6,1427.0,47.57,0,9.20748376728823
WM78F1FE,Tyson Beef 12oz,Perishable,Meat,8,3,322,281,9.03,9.03,36,1.26,1,2025-06-30,2025-07-01,4.35,1056.24,35.21,0,7.98068751225611
WM675F67,Campbell's Pasta 12oz,Non-Perishable,Grocery,427,368,139,138,8.77,8.77,54,1.35,12,2025-06-23,2025-07-05,0.71,1642.66,54.76,4,2.5200877324668296
WMFDBE55,Heinz Shampoo,Perishable,Personal Care,367,120,418,364,10.53,10.53,47,2.92,9,2025-06-22,2025-07-01,5.29,1411.02,47.03,0,7.739740792003524
WM7D0BC0,Heinz Butter 16oz,Perishable,Dairy,4,4,108,45,1.28,1.28,53,0.13,2,2025-06-19,2025-06-21,3.54,1641.17,54.71,0,0.8225187489131495
WMF358DF,Organic Avocados,Perishable,Produce,14,13,272,242,8.24,8.24,16,1.44,1,2025-06-25,2025-06-26,8.06,479.31,15.98,0,15.143930346204078
WMD8D0D7,Tyson Sausage,Perishable,Meat,8,2,109,26,1.75,1.75,27,0.21,1,2025-06-21,2025-06-22,4.19,798.31,26.61,0,0.9770762646989845
WM1A1814,Organic Avocados,Perishable,Produce,4,1,315,137,1.24,1.24,24,0.16,2,2025-06-19,2025-06-21,2.07,760.64,25.35,0,5.404339169167977
WM032694,Barilla Lotion,Perishable,Personal Care,319,91,78,17,13.24,13.24,3,3.31,8,2025-06-22,2025-06-30,3.04,118.46,3.95,0,4.303797416399734
WMA8AF8C,Barilla Croissants,Perishable,Bakery,3,0,273,118,5.11,4.57,19,0.54,2,2025-06-26,2025-06-28,3.71,586.12,19.54,0,6.038894292283887
WMDE0E85,Organic Croissants Organic,Perishable,Bakery,55,38,161,137,2.69,2.69,58,0.32,1,2025-06-20,2025-06-21,2.64,1792.87,59.76,0,2.292503411109285
WM4968C6,Fresh Carrots,Perishable,Produce,9,7,75,49,4.79,4.79,58,1.07,1,2025-06-27,2025-06-28,4.68,1674.88,55.83,0,0.8776643093847153
WM790F16,Canned Ketchup Organic,Non-Perishable,Grocery,322,63,367,197,2.89,2.88,2,0.32,12,2025-06-19,2025-07-01,0.79,80.41,2.68,0,73.50746085554015
WMEBD582,Kellogg's Batteries 12oz,Perishable,Electronics,318,228,392,339,25.11,25.11,15,9.25,12,2025-06-22,2025-07-04,6.71,470.65,15.69,3,21.606119124683772
WM02BBF6,Tyson Rice Organic,Non-Perishable,Grocery,544,447,437,426,9.42,9.42,4,0.0,7,2025-06-20,2025-06-27,5.64,126.77,4.23,0,100.70921940404824
WM4BB590,Great Value Sauce 12oz,Perishable,Grocery,546,88,56,24,5.73,5.73,8,0.63,7,2025-06-19,2025-06-26,7.61,233.6,7.79,0,3.0808729290790726
WM719E22,Organic Paper Towels,Non-Perishable,Household,718,489,233,128,9.49,9.49,16,2.06,12,2025-06-18,2025-06-30,4.86,498.96,16.63,0,7.696933641582909
WMCD86E6,Organic Butter,Perishable,Dairy,3,1,461,207,7.5,7.5,21,0.42,1,2025-06-24,2025-06-25,7.7,610.24,20.34,0,10.176991074096087
WM608764,Uncle Ben's Bagels,Perishable,Bakery,24,8,428,415,9.76,9.76,25,1.11,1,2025-06-27,2025-06-28,2.92,770.12,25.67,0,16.166731545250343
WMC336C9,Fresh Grapes,Perishable,Produce,6,2,81,62,7.31,7.31,16,1.64,2,2025-06-26,2025-06-28,3.6,509.3,16.98,0,3.6513546331835984
WM3ECD41,Barilla Bacon 12oz,Perishable,Meat,14,13,121,32,8.85,8.85,20,0.95,2,2025-06-23,2025-06-25,0.44,865.54,28.85,0,1.1091854272748471
WM2DBC44,Fresh Carrots,Perishable,Produce,4,4,452,123,7.53,7.53,22,1.85,2,2025-06-21,2025-06-23,1.47,676.58,22.55,0,5.45454563909038
WM243047,Uncle Ben's Pasta,Perishable,Grocery,339,300,294,284,9.24,9.24,36,1.47,13,2025-06-17,2025-06-30,4.3,1125.88,37.53,0,7.567279755859367
WM8E8605,Del Monte Toothpaste,Perishable,Personal Care,382,232,383,342,16.36,16.36,30,3.21,8,2025-07-01,2025-07-09,4.95,953.29,31.78,8,10.761484978309461
WM4DE0A8,Heinz Batteries 12oz,Perishable,Electronics,319,172,155,117,32.06,32.06,61,6.46,10,2025-06-25,2025-07-05,5.2,1806.44,60.21,4,1.9431988337327963
WMC273C1,Organic Potatoes 12oz,Perishable,Produce,8,5,425,328,1.52,1.52,72,0.35,2,2025-06-18,2025-06-20,2.17,2239.0,74.63,0,4.395015571101043
WM950A5C,Kellogg's Beans 12oz,Perishable,Grocery,576,274,193,137,3.68,3.68,4,0.51,8,2025-06-30,2025-07-08,8.36,141.49,4.72,7,29.02542501902045
WMD7D0AF,Uncle Ben's Croissants 16oz,Perishable,Bakery,15,11,456,370,2.17,2.17,12,0.32,1,2025-06-29,2025-06-30,1.69,381.5,12.72,0,29.0880497038249
WMA4E2F3,Del Monte Muffins 16oz,Perishable,Bakery,56,37,486,260,8.3,8.3,28,1.0,1,2025-06-27,2025-06-28,4.83,866.68,28.89,0,8.99965404960031
WMC972A9,Fresh Grapes 16oz,Perishable,Produce,11,11,432,265,6.86,6.86,69,0.75,1,2025-06-27,2025-06-28,5.24,2085.34,69.51,0,3.812400976202458
WMECC5FF,Sara Lee Beef Organic,Perishable,Meat,14,10,408,112,6.91,6.91,3,0.93,1,2025-06-25,2025-06-26,6.13,112.15,3.74,0,29.94652398780954
WM48B240,Campbell's Cereal,Non-Perishable,Grocery,370,93,402,163,2.91,2.91,68,0.39,7,2025-06-22,2025-06-29,7.94,2085.59,69.52,0,2.3446491350810046
WMD722A4,Sara Lee Lotion,Non-Perishable,Personal Care,396,232,137,58,13.25,13.25,68,3.71,7,2025-06-18,2025-06-25,4.18,2065.77,68.86,0,0.842288694247862
WM62FEBF,Apples 12oz,Perishable,Produce,6,4,462,457,8.77,8.77,41,1.47,2,2025-06-23,2025-06-25,4.71,1266.88,42.23,0,10.821690858483944
WM2BBDB7,Grapes,Perishable,Produce,8,4,413,95,8.79,8.79,74,1.34,1,2025-06-26,2025-06-27,5.73,2208.24,73.61,0,1.2905855075708343
WM9619AE,Fresh Bananas 12oz,Perishable,Produce,13,6,327,251,8.03,8.03,19,1.24,1,2025-06-20,2025-06-21,7.95,557.0,18.57,0,13.516424562460173
WM6A020A,Kellogg's Muffins 12oz,Perishable,Bakery,32,19,395,366,7.88,7.88,72,1.35,1,2025-06-26,2025-06-27,7.39,2172.59,72.42,0,5.053852654706995
WM95DE1F,Uncle Ben's Pasta,Non-Perishable,Grocery,513,20,457,157,7.4,7.4,65,1.3,11,2025-06-28,2025-07-09,3.56,2029.43,67.65,8,2.3207686098860036
WMB709C5,Tyson Bagels 12oz,Perishable,Bakery,17,9,395,178,5.89,5.89,46,1.07,1,2025-06-20,2025-06-21,7.15,1384.32,46.14,0,3.857824064903098
WM2628FF,Organic Peppers,Perishable,Produce,3,2,132,107,3.1,3.1,12,0.62,2,2025-06-21,2025-06-23,9.38,389.22,12.97,0,8.249807077645633
WM835A13,Del Monte Bagels Organic,Perishable,Bakery,28,16,145,141,7.33,7.33,9,1.42,1,2025-06-18,2025-06-19,2.72,267.21,8.91,0,15.824916095924868
WM95DD7D,Uncle Ben's Razor Blades,Non-Perishable,Personal Care,333,69,190,172,10.22,10.22,14,2.91,11,2025-06-28,2025-07-09,5.21,462.07,15.4,8,11.168831445491628
WM6ED412,Uncle Ben's Pork,Perishable,Meat,12,0,381,156,5.22,4.45,67,0.77,2,2025-07-01,2025-07-03,6.8,1987.6,66.25,2,2.3547169811320754
WM411732,Campbell's Bacon,Perishable,Meat,13,10,205,133,7.07,7.07,49,0.72,2,2025-06-21,2025-06-23,8.85,1457.3,48.58,0,2.7377520581932124
WMFF9648,Kellogg's Beef 16oz,Perishable,Meat,14,5,464,435,7.29,7.29,48,1.07,1,2025-06-20,2025-06-21,0.83,1459.66,48.66,0,8.939580792520998
WM66D2EA,Del Monte Beans Organic,Non-Perishable,Grocery,323,25,160,127,1.4,1.4,33,0.15,10,2025-06-19,2025-06-29,8.59,1030.57,34.35,0,3.6972345164929306
WMEF3D48,Kellogg's Croissants,Perishable,Bakery,5,4,288,120,8.0,8.0,33,1.51,1,2025-06-25,2025-06-26,9.35,1018.75,33.96,0,3.5335689998550954
WMAA61F2,Great Value Charger 12oz,Non-Perishable,Electronics,441,30,237,207,32.89,32.89,65,11.07,11,2025-07-01,2025-07-12,2.69,1934.81,64.49,11,3.2098000753120286
WM74FB0E,Del Monte Shampoo,Perishable,Personal Care,697,375,53,52,11.8,11.8,49,2.27,13,2025-06-24,2025-07-07,2.84,1451.77,48.39,6,1.0746022040893808
WMDE3605,Organic Butter,Perishable,Dairy,56,26,159,42,4.99,4.99,70,0.48,2,2025-06-20,2025-06-22,1.28,2077.46,69.25,0,0.6064981949458483
WMB09E23,Great Value Shampoo,Non-Perishable,Personal Care,473,153,430,118,10.13,10.13,59,2.88,11,2025-06-29,2025-07-10,7.8,1765.26,58.84,9,2.005438472025737
WM1C93E9,Great Value Butter 12oz,Perishable,Dairy,23,3,134,33,6.3,6.3,51,0.47,1,2025-06-21,2025-06-22,2.56,1602.99,53.43,0,0.6176305411101276
WM0FDC68,Barilla Paper Towels,Perishable,Household,363,342,329,106,6.44,6.44,5,1.11,9,2025-06-19,2025-06-28,7.69,166.25,5.54,0,19.13357413896894
WM4924D3,Del Monte Cereal,Non-Perishable,Grocery,368,75,271,219,1.42,1.42,15,0.24,10,2025-06-22,2025-07-02,5.28,495.92,16.53,1,13.248638288135634
WM82A19C,Uncle Ben's Rolls,Perishable,Bakery,48,8,99,58,5.81,5.81,74,0.69,1,2025-06-20,2025-06-21,3.82,2330.92,77.7,0,0.746460775778861
WM8DC0B3,Del Monte Beans 12oz,Perishable,Grocery,580,332,431,216,6.52,6.52,21,0.86,7,2025-06-19,2025-06-26,3.06,617.25,20.58,0,10.495626861066704
WM0F735B,Apples 12oz,Perishable,Produce,4,4,473,288,1.59,1.59,41,0.28,2,2025-06-19,2025-06-21,6.6,1195.29,39.84,0,7.22891563496373
WMADBDCE,Organic Carrots,Perishable,Produce,9,9,497,271,2.15,2.15,8,0.29,1,2025-06-20,2025-06-21,9.43,235.49,7.85,0,34.52229341303216
WMEB5AE8,Kellogg's Pasta 16oz,Perishable,Grocery,684,238,172,140,2.92,2.92,9,0.47,7,2025-06-23,2025-06-30,2.03,269.84,8.99,0,15.57285912840318
WMA74F15,Barilla Rolls 12oz,Perishable,Bakery,23,13,440,292,4.29,4.29,30,0.68,1,2025-06-24,2025-06-25,2.98,916.72,30.56,0,9.554973988969458
WMCA837C,Sara Lee Rolls,Perishable,Bakery,52,33,146,106,8.55,8.55,9,1.42,1,2025-06-20,2025-06-21,6.02,315.28,10.51,0,10.085632511092475
WM2F26EB,Organic Muffins,Perishable,Bakery,20,6,482,254,7.98,7.98,72,0.88,1,2025-06-30,2025-07-01,7.33,2141.28,71.38,0,3.5584198623352767
WM3121BF,Bananas,Perishable,Produce,14,4,229,74,4.66,4.66,52,1.14,1,2025-06-19,2025-06-20,5.34,1550.4,51.68,0,1.43188853643619
WMDD87C0,Kellogg's Pasta,Perishable,Grocery,572,44,205,50,0.79,0.79,24,0.11,8,2025-06-26,2025-07-04,6.51,761.76,25.39,3,1.9692792911363801
WM2A86B0,Tyson Speaker 12oz,Non-Perishable,Electronics,476,240,478,317,89.35,89.35,78,28.89,10,2025-06-23,2025-07-03,3.92,2112.74,70.42,2,4.501562173283251
WMC5A4E6,Tyson Cheese 16oz,Perishable,Dairy,58,50,142,54,0.58,0.58,18,0.05,1,2025-06-22,2025-06-23,5.81,549.24,18.31,0,2.9492081690358867
WM9B74CE,Tyson Chicken 12oz,Perishable,Meat,11,6,368,140,7.52,7.52,50,0.8,1,2025-06-19,2025-06-20,2.09,1464.58,48.82,0,2.867677199408964
WMD07B31,Great Value Charger 12oz,Non-Perishable,Electronics,435,208,280,190,93.69,93.69,61,20.74,11,2025-06-17,2025-06-28,2.04,1791.11,59.7,0,3.1825795238171612
WMA3D97A,Sara Lee Butter 12oz,Perishable,Dairy,39,9,231,70,0.78,0.78,40,0.07,1,2025-06-24,2025-06-25,6.64,1212.9,40.43,0,1.7313875704086679
WM64139B,Del Monte Bacon 16oz,Perishable,Meat,14,12,54,25,3.39,3.39,36,0.35,2,2025-06-26,2025-06-28,3.99,1110.42,37.01,0,0.6754931406050475
WMA6EE85,Organic Rolls 16oz,Perishable,Bakery,44,0,259,72,2.63,2.26,3,0.37,1,2025-06-21,2025-06-22,8.64,107.69,3.59,0,20.05571078590403
WM84D1A4,Great Value Pork,Perishable,Meat,4,0,261,108,4.85,4.52,15,0.33,1,2025-06-23,2025-06-24,7.17,530.41,17.68,0,6.108597179626928
WMB67E6E,Organic Carrots 12oz,Perishable,Produce,6,0,228,139,7.56,6.72,61,0.84,1,2025-06-23,2025-06-24,2.27,1818.73,60.62,0,2.292972656700083
WM04921B,Heinz Sauce 12oz,Perishable,Grocery,653,258,454,359,4.24,4.24,16,0.66,9,2025-06-26,2025-07-05,5.77,443.55,14.78,4,24.289580953045864
WMF48D66,Organic Croissants,Perishable,Bakery,27,19,433,257,5.07,5.07,36,0.67,2,2025-06-19,2025-06-21,3.77,2297.04,76.57,0,3.356405916472428
WM796CC4,Organic Bagels,Perishable,Bakery,6,1,229,189,3.39,3.3,38,0.56,1,2025-06-30,2025-07-01,5.45,1124.25,37.47,0,5.044035063857236
WM431CD8,Campbell's Croissants,Perishable,Bakery,7,4,431,423,1.13,1.13,12,0.14,1,2025-06-27,2025-06-28,5.97,365.09,12.17,0,34.75760043945814
WM6288B3,Organic Cereal 12oz,Non-Perishable,Grocery,556,45,336,207,9.38,9.38,23,1.35,8,2025-06-22,2025-06-30,6.85,666.42,22.21,0,9.320126453526818
WMA77AAB,Heinz Pork,Perishable,Meat,3,2,109,89,1.64,1.64,8,0.08,2,2025-06-23,2025-06-25,5.59,248.92,8.3,0,10.722891319851902
WMFBD7EB,Kellogg's Croissants,Perishable,Bakery,35,1,410,265,7.14,6.19,29,1.11,1,2025-06-20,2025-06-21,6.08,886.42,29.55,0,8.967851331368108
WM5C9EDB,Kellogg's Bread 16oz,Perishable,Bakery,48,32,234,139,9.69,9.69,25,0.0,1,2025-06-30,2025-07-01,4.93,755.95,25.2,0,5.515872848877896
WM2B385C,Sara Lee Cereal,Perishable,Grocery,671,605,181,158,1.92,1.92,61,0.26,10,2025-06-21,2025-07-01,2.79,1877.11,62.57,0,2.525171819891662
WM753F3E,Great Value Beans 12oz,Perishable,Grocery,700,422,455,365,5.83,5.83,36,0.69,8,2025-06-20,2025-06-28,2.96,1077.86,35.93,0,10.158641717223173
