item_id,item_name,category,department,shelf_life_days,days_remaining,initial_stock,current_stock,base_price,dynamic_price,daily_sales,elasticity,restock_frequency_days,last_restock_date,next_restock_date,carbon_score,predicted_monthly_sales,predicted_daily_sales,days_until_restock,days_stock_lasts
WM1C09C6,Organic Onions 12oz,Perishable,Produce,7,1,98,98,8.44,8.44,94,1.02,1,2025-07-07,2025-07-08,6.98,2011.1,67.04,1,1.4021479522120408
WMA36503,Great Value Beans 16oz,Non-Perishable,Grocery,608,439,298,165,2.91,2.91,75,0.38,11,2025-07-01,2025-07-12,3.19,1699.63,56.65,10,4.236540044758216
WM21E18F,Organic Pork 16oz,Perishable,Meat,3,1,402,764,6.15,5.54,34,0.75,1,2025-07-07,2025-07-10,3.66,591.31,19.71,3,20.09132513415309
WM48065D,Kellogg's Milk 16oz,Perishable,Dairy,58,21,79,12,6.43,6.43,4,0.0,1,2025-07-01,2025-07-02,3.52,85.15,2.84,0,5.633802987166616
WMF45FF9,Fresh Apples 12oz,Perishable,Produce,9,6,391,589,1.56,1.56,81,0.31,2,2025-07-07,2025-07-11,4.25,1864.16,62.14,4,4.489861646932638
WM9B527E,Tyson Cleaner 16oz,Perishable,Household,523,105,425,269,6.47,6.47,86,1.1,11,2025-06-26,2025-07-07,6.06,1293.02,43.1,5,8.236659224318899
WMF3D5BD,Campbell's Beef 12oz,Perishable,Meat,3,0,179,99,2.61,2.35,40,0.35,2,2025-07-01,2025-07-03,2.92,797.88,26.6,1,5.225563834834797
WM641875,Kellogg's Sauce Organic,Perishable,Grocery,687,493,352,117,0.8,0.8,31,0.13,12,2025-06-29,2025-07-11,10.0,948.2,31.61,9,4.6820625480005
WM00BE70,Tyson Pasta,Perishable,Grocery,484,272,182,132,4.53,4.53,5,0.7,12,2025-06-28,2025-07-10,3.82,146.01,4.87,8,28.13141749884707
WMA8B230,Great Value Rice 12oz,Non-Perishable,Grocery,424,62,181,96,8.35,8.35,1,0.0,11,2025-06-25,2025-07-06,0.77,108.26,3.61,4,26.869806875001363
WM2C6C5B,Sara Lee Rice 16oz,Perishable,Grocery,589,384,293,143,8.58,8.58,67,0.0,8,2025-07-01,2025-07-09,1.46,1948.23,64.94,7,3.2337541131058285
WM1FAE6B,Organic Pork 12oz,Perishable,Meat,7,5,464,731,7.43,7.43,14,0.75,1,2025-07-07,2025-07-10,2.7,303.35,10.11,3,27.794264049693695
WM4EECFC,Organic Carrots,Perishable,Produce,12,0,261,301,3.7,2.9,130,0.82,1,2025-07-07,2025-07-08,4.97,2031.82,67.73,1,2.5099659172332958
WM17061F,Sara Lee Chicken 16oz,Perishable,Meat,13,10,248,252,2.71,2.71,69,0.28,1,2025-07-07,2025-07-08,4.55,1584.48,52.82,1,1.3820522609195167
WM6C2FC0,Campbell's Pasta,Perishable,Grocery,432,346,239,65,4.34,4.34,57,0.44,12,2025-06-27,2025-07-09,3.82,1145.03,38.17,7,3.1962275570465666
WM129980,Barilla Sauce 12oz,Perishable,Grocery,583,65,462,839,1.64,1.51,1,0.29,9,2025-07-07,2025-07-16,7.88,112.76,3.76,9,100.53191514860292
WM9201D2,Organic Butter,Perishable,Dairy,19,9,351,447,7.25,7.25,36,0.69,1,2025-07-07,2025-07-10,2.98,584.4,19.48,3,6.776180857386521
WMED9675,Kellogg's Beans,Perishable,Grocery,711,539,75,18,5.84,5.84,26,0.87,9,2025-06-26,2025-07-05,4.03,415.54,13.85,3,3.176895219358169
WM82D17C,Kellogg's Sauce,Non-Perishable,Grocery,321,304,307,35,8.66,8.66,154,1.7,12,2025-06-21,2025-07-03,3.86,1685.59,56.19,1,3.363587909222016
WM36844E,Campbell's Cream,Perishable,Dairy,23,20,410,459,3.49,3.49,57,0.3,2,2025-07-07,2025-07-11,1.97,1433.2,47.77,4,2.2189658569026176
WMEFD54A,Carrots 16oz,Perishable,Produce,7,0,154,44,8.27,7.07,71,1.2,1,2025-06-24,2025-06-25,4.02,2236.62,74.55,0,0.590207889990992
WMD72AAB,Barilla Charger Organic,Non-Perishable,Electronics,576,142,340,0,94.92,94.92,316,20.07,12,2025-06-23,2025-07-05,2.65,2593.91,86.46,3,3.6548693424257785
WM90053E,Barilla Muffins,Perishable,Bakery,27,11,294,294,8.03,8.03,63,1.19,1,2025-07-07,2025-07-09,4.86,1739.0,57.97,2,1.0867689955731876
WM48C85F,Del Monte Beef 12oz,Perishable,Meat,13,11,86,86,1.23,1.23,20,0.06,2,2025-07-07,2025-07-10,4.43,1269.25,42.31,3,0.4727014736668237
WME0374F,Great Value Bread,Perishable,Bakery,40,25,161,180,6.51,6.51,35,0.0,1,2025-07-07,2025-07-10,7.03,1025.18,34.17,3,1.580333710672445
WM6C7415,Fresh Avocados 12oz,Perishable,Produce,7,1,216,78,7.38,6.64,128,1.35,1,2025-07-01,2025-07-02,9.98,1628.89,54.3,0,3.793738543174821
WM68FCE3,Great Value Beef,Perishable,Meat,5,3,343,669,0.71,0.71,1,0.06,2,2025-07-07,2025-07-10,7.45,112.44,3.75,3,87.2
WMC034CF,Canned Ketchup,Non-Perishable,Grocery,597,581,204,247,2.96,2.96,75,0.44,10,2025-07-07,2025-07-17,0.46,1544.82,51.49,10,2.291707052892713
WM49CCC1,Organic Muffins 12oz,Perishable,Bakery,14,12,442,757,7.05,7.05,115,1.1,1,2025-07-07,2025-07-10,5.47,1588.86,52.96,3,8.119335487792176
WM2F2ABD,Fresh Peppers,Perishable,Produce,11,0,301,256,6.99,5.73,53,1.26,2,2025-06-17,2025-06-19,7.15,1616.16,53.87,0,4.752181271131932
WM2FE10E,Organic Lettuce 16oz,Perishable,Produce,4,0,208,211,6.85,6.17,156,1.39,1,2025-07-07,2025-07-10,2.33,1981.02,66.03,3,2.407996409805373
WM0A529A,Del Monte Cereal Organic,Perishable,Grocery,563,221,123,0,5.81,5.81,111,1.03,8,2025-06-27,2025-07-05,2.52,1874.28,62.48,3,1.7765685149367565
WME69EBF,Tyson Rice,Non-Perishable,Grocery,679,537,199,152,3.16,3.16,18,0.0,13,2025-06-20,2025-07-03,5.15,534.26,17.81,1,9.545199612447307
WMD87773,Great Value Pasta 16oz,Perishable,Grocery,604,478,155,42,4.13,4.13,67,0.68,11,2025-06-30,2025-07-11,4.09,1208.51,40.28,9,2.706057678830513
WM78AD86,Tyson Milk Organic,Perishable,Dairy,42,26,351,500,2.61,2.61,20,0.0,1,2025-07-07,2025-07-10,3.79,478.21,15.94,3,10.602258748361658
WM9C5227,Great Value Milk,Perishable,Dairy,25,13,451,530,9.71,9.71,13,0.0,2,2025-07-07,2025-07-11,5.67,365.63,12.19,4,7.547170071117194
WM418AAB,Uncle Ben's Muffins,Perishable,Bakery,55,12,309,184,6.8,6.8,35,1.24,1,2025-07-01,2025-07-02,3.53,416.07,13.87,0,15.78947381448896
WME9C9CA,Heinz Beans 16oz,Non-Perishable,Grocery,639,331,65,93,6.57,6.57,22,0.72,13,2025-07-07,2025-07-22,9.0,326.1,10.87,15,4.599816055787229
WM494F7D,Del Monte Muffins Organic,Perishable,Bakery,22,6,229,367,7.25,7.25,37,1.34,1,2025-07-07,2025-07-10,2.59,507.77,16.93,3,10.336680262580952
WM4D4266,Sara Lee Cereal Organic,Perishable,Grocery,474,167,298,485,7.29,7.29,7,0.89,12,2025-07-07,2025-07-19,4.76,97.7,3.26,12,59.50920262807484
WM3FA7A9,Fresh Lettuce 12oz,Perishable,Produce,6,2,413,663,2.07,1.86,53,0.44,1,2025-07-07,2025-07-10,4.33,1133.51,37.78,3,8.020116722874048
WMFEACEF,Tyson Rolls 12oz,Perishable,Bakery,4,2,371,371,7.83,7.83,109,0.92,1,2025-07-07,2025-07-09,6.64,2110.38,70.35,2,1.5493959113602067
WM5B744B,Tyson Bacon,Perishable,Meat,13,4,257,387,3.1,3.1,71,0.21,2,2025-07-07,2025-07-10,2.88,1694.09,56.47,3,3.5594120002658878
WME27B26,Fresh Bananas,Perishable,Produce,14,0,118,78,6.33,5.51,41,0.82,1,2025-06-28,2025-06-29,10.0,1245.77,41.53,0,1.878160421205786
WME694A9,Canned Pasta 16oz,Perishable,Grocery,374,218,296,367,6.58,6.58,17,0.97,8,2025-07-07,2025-07-15,4.75,315.82,10.53,8,8.357075235667601
WM202753,Organic Avocados,Perishable,Produce,12,4,435,807,1.29,1.29,54,0.29,2,2025-07-07,2025-07-11,9.11,1268.13,42.27,4,10.078069443733757
WM67EFE3,Carrots Organic,Perishable,Produce,12,7,417,769,1.24,1.24,55,0.19,1,2025-07-07,2025-07-10,5.41,1451.38,48.38,3,8.412566990789768
WM2B6D58,Barilla Butter,Perishable,Dairy,49,48,235,389,2.73,2.73,77,0.22,2,2025-07-07,2025-07-10,3.62,2032.04,67.73,3,3.410600746358184
WM4EB9CC,Uncle Ben's Charger,Perishable,Electronics,442,82,287,59,54.18,54.18,70,14.92,13,2025-06-25,2025-07-08,4.85,139.17,4.64,6,27.80172493791611
WM1770E9,Sara Lee TV,Non-Perishable,Electronics,395,28,241,241,23.53,23.53,71,9.03,9,2025-07-07,2025-07-17,4.89,940.06,31.34,10,2.265475419729288
WM13EFE5,Tyson Bagels,Perishable,Bakery,40,21,323,468,2.39,2.39,36,0.38,2,2025-07-07,2025-07-10,5.34,736.67,24.56,3,7.369707000645284
WM86458B,Kellogg's Bagels,Perishable,Bakery,6,5,413,785,0.96,0.96,30,0.19,1,2025-07-07,2025-07-08,1.2,855.49,28.52,1,14.095371442764762
WM6AF81F,Sara Lee Cream,Perishable,Dairy,34,20,261,376,1.86,1.86,78,0.18,1,2025-07-07,2025-07-10,6.72,2104.96,70.17,3,2.7504632326670744
WMFAF3AD,Organic Onions 16oz,Perishable,Produce,10,2,102,102,7.49,7.49,65,1.6,2,2025-07-07,2025-07-11,0.64,2270.05,75.67,4,0.8589930166890867
WM2CB552,Heinz Bagels Organic,Perishable,Bakery,12,3,259,259,9.41,9.41,83,1.03,1,2025-07-07,2025-07-08,5.08,2291.57,76.39,1,1.0865296591591187
WMC745E6,Barilla Chicken,Perishable,Meat,13,0,229,224,8.48,7.26,50,1.22,2,2025-06-17,2025-06-19,4.0,1515.42,50.51,0,4.434765540360457
WM50D020,Tyson Cereal 16oz,Perishable,Grocery,434,212,84,84,3.03,3.03,28,0.53,8,2025-07-07,2025-07-16,8.93,1124.41,37.48,9,0.7470651105117201
WM2BD779,Del Monte Razor Blades 16oz,Non-Perishable,Personal Care,475,122,404,0,7.51,7.51,108,2.13,9,2025-07-01,2025-07-10,1.59,1573.95,52.46,8,2.058711435089718
WMC79DCD,Onions 12oz,Perishable,Produce,7,2,210,329,4.91,4.42,82,0.85,1,2025-07-07,2025-07-08,4.42,1297.18,43.24,1,4.64847345508075
WM44CB48,Kellogg's Milk 16oz,Perishable,Dairy,26,6,293,64,8.83,8.83,21,0.0,1,2025-07-01,2025-07-02,3.54,509.0,16.97,0,5.008839330541958
WM4DD105,Del Monte Cheese 16oz,Perishable,Dairy,33,3,74,129,4.98,4.86,11,0.3,2,2025-07-07,2025-07-11,5.76,321.99,10.73,4,6.150978827184964
WM856FAF,Campbell's Rice,Non-Perishable,Grocery,666,140,182,247,6.99,6.99,14,0.0,7,2025-07-07,2025-07-14,2.83,387.06,12.9,7,6.124031188847481
WMF8EEF0,Kellogg's Rice,Perishable,Grocery,481,460,450,68,4.46,4.46,24,0.0,9,2025-07-01,2025-07-10,5.8,864.46,28.82,8,3.192227653511123
WM5C5B30,Tyson Razor Blades 12oz,Non-Perishable,Personal Care,525,392,100,9,2.47,2.47,27,0.69,11,2025-06-23,2025-07-04,5.2,538.48,17.95,2,2.005570945396702
WM153429,Canned Spaghetti,Perishable,Grocery,610,165,421,55,3.83,3.83,65,0.56,8,2025-06-28,2025-07-06,3.95,1204.36,40.15,4,2.9887919163005097
WM5B7438,Organic Muffins,Perishable,Bakery,57,54,62,62,2.6,2.6,26,0.47,1,2025-07-07,2025-07-08,6.89,1273.52,42.45,1,0.6124852657882409
WM98AC0B,Campbell's Beans,Non-Perishable,Grocery,523,312,369,157,7.01,7.01,57,1.21,10,2025-06-26,2025-07-06,5.19,813.27,27.11,4,7.893765960237093
WM10BB4E,Tyson Sausage,Perishable,Meat,3,1,416,12,0.78,0.7,73,0.06,2,2025-06-30,2025-07-02,4.95,2174.05,72.47,0,1.1728991109181508
WMAB178F,Tyson Batteries,Perishable,Electronics,532,126,335,0,30.17,30.17,106,12.04,9,2025-06-23,2025-07-02,8.89,1295.06,43.17,0,2.455408952883671
WMF1AF66,Fresh Avocados 12oz,Perishable,Produce,7,3,166,215,6.4,6.4,81,1.06,2,2025-07-07,2025-07-11,7.42,1175.87,39.2,4,3.316326466067441
WMDA5047,Kellogg's Pasta,Non-Perishable,Grocery,420,296,211,153,4.01,4.01,25,0.66,13,2025-06-19,2025-07-02,7.43,410.61,13.69,0,13.00219177910422
WMB2F86D,Sara Lee Beans,Non-Perishable,Grocery,641,52,171,228,7.6,7.6,1,0.77,11,2025-07-07,2025-07-19,6.11,69.65,2.32,12,25.000000719366422
WM1A8947,Del Monte Sausage,Perishable,Meat,5,4,225,294,0.69,0.69,60,0.05,1,2025-07-07,2025-07-10,7.1,1824.95,60.83,3,2.1206640821461136
WM23BEA4,Campbell's Bread 12oz,Perishable,Bakery,52,34,369,445,9.45,9.45,16,0.0,2,2025-07-07,2025-07-09,4.88,363.89,12.13,2,7.584501165047215
WMD93AB3,Organic Toothpaste,Non-Perishable,Personal Care,443,141,402,170,15.67,15.67,214,2.4,10,2025-06-29,2025-07-09,5.09,1897.58,63.25,7,6.071146245059288
WMEA8CC6,Organic Razor Blades,Perishable,Personal Care,370,105,298,361,13.34,13.34,98,2.87,9,2025-07-07,2025-07-17,6.77,789.6,26.32,10,6.117021347521534
WM39AE36,Del Monte Bacon,Perishable,Meat,13,2,293,3,8.8,7.92,163,1.27,2,2025-06-30,2025-07-02,5.63,2195.26,73.18,0,2.2683793291574963
WM49B6DE,Del Monte Croissants,Perishable,Bakery,21,19,472,865,0.64,0.64,63,0.08,1,2025-07-07,2025-07-08,6.3,1834.94,61.16,1,7.455853517620552
WM170B8E,Canned Rice,Non-Perishable,Grocery,592,211,123,55,7.37,7.37,16,0.0,11,2025-06-30,2025-07-11,1.65,397.71,13.26,9,5.354449379672986
WM7F8D70,Heinz Rice 16oz,Perishable,Grocery,646,423,168,143,0.52,0.52,16,0.0,13,2025-06-24,2025-07-07,4.91,449.92,15.0,5,10.6
WM49F9F0,Heinz Butter,Perishable,Dairy,26,7,97,129,8.58,8.58,27,0.52,2,2025-07-07,2025-07-10,7.78,450.1,15.0,3,3.933333333333333
WMD04C4A,Fresh Bananas,Perishable,Produce,6,1,364,380,8.66,7.79,191,2.07,2,2025-07-07,2025-07-10,6.36,1883.1,62.77,3,3.2977536799491505
WM711640,Uncle Ben's Cheese 16oz,Perishable,Dairy,20,13,278,25,0.87,0.87,56,0.07,2,2025-07-01,2025-07-03,4.84,1542.22,51.41,1,1.5755689601325178
WM4C38CD,Fresh Carrots 16oz,Perishable,Produce,6,3,272,368,4.42,4.42,105,0.68,1,2025-07-07,2025-07-08,3.19,1966.45,65.55,1,3.066361413305989
WM620C58,Heinz Speaker 16oz,Perishable,Electronics,306,123,278,278,44.5,44.5,211,15.13,9,2025-07-07,2025-07-16,2.93,2404.79,80.16,9,2.6322354086884485
WMEC3FCF,Organic Chicken 12oz,Perishable,Meat,6,4,56,56,4.73,4.73,13,0.44,2,2025-07-07,2025-07-11,5.61,1794.82,59.83,4,0.2172822931998034
WM5612C9,Del Monte Razor Blades,Perishable,Personal Care,462,273,97,97,17.74,17.74,86,2.91,13,2025-07-07,2025-07-22,1.91,1987.71,66.26,15,1.2979172536575554
WMCE48AC,Peppers,Perishable,Produce,14,4,108,108,7.71,7.71,95,1.53,1,2025-07-07,2025-07-08,2.67,1748.87,58.3,1,1.629502594223187
WM0A7E02,Organic Muffins,Perishable,Bakery,21,19,294,296,6.87,6.87,166,1.26,1,2025-07-07,2025-07-08,7.32,2202.47,73.42,1,2.288204905881617
WM1492E5,Barilla Croissants 16oz,Perishable,Bakery,7,3,309,460,4.5,4.5,63,0.5,2,2025-07-07,2025-07-09,4.22,1332.64,44.42,2,4.817649905929321
WMB4AF95,Barilla Sausage,Perishable,Meat,11,2,75,75,4.38,4.38,62,0.31,1,2025-07-07,2025-07-09,3.01,2105.67,70.19,2,0.8833166810580586
WMF1BEC9,Great Value Beans 16oz,Perishable,Grocery,355,61,409,627,1.88,1.88,34,0.33,7,2025-07-07,2025-07-15,6.33,868.51,28.95,8,8.704662983035204
WM7FC824,Sara Lee Toothpaste,Non-Perishable,Personal Care,648,172,204,159,11.13,11.13,12,3.16,8,2025-06-26,2025-07-04,5.16,121.46,4.05,2,42.222220233765576
WMD25050,Organic Pasta 16oz,Perishable,Grocery,681,347,373,80,6.6,6.6,20,0.7,11,2025-06-23,2025-07-04,6.77,316.16,10.54,2,9.487666068493905
WM430068,Kellogg's Rolls,Perishable,Bakery,27,16,230,297,5.08,5.08,8,0.98,2,2025-07-07,2025-07-11,5.26,127.79,4.26,4,17.605632856899163
WM151FA2,Canned Corn 16oz,Perishable,Grocery,604,398,391,260,2.18,2.18,70,0.22,10,2025-07-01,2025-07-11,6.51,1657.23,55.24,9,5.9739317518637565
WM4ECAD8,Campbell's Charger,Non-Perishable,Electronics,443,151,110,110,68.2,68.2,50,20.72,11,2025-07-07,2025-07-19,9.18,216.72,7.22,12,6.925207957474578
WM9EC3AE,Kellogg's Rice Organic,Perishable,Grocery,463,79,418,273,9.33,9.33,73,0.0,9,2025-06-25,2025-07-04,5.91,2289.88,76.33,2,4.532948928336468
WMD0ABFC,Barilla Yogurt,Perishable,Dairy,4,0,427,230,9.6,8.93,34,0.67,1,2025-06-28,2025-06-29,2.38,1037.62,34.59,0,6.649320583561555
WMDD0360,Sara Lee Beans,Perishable,Grocery,548,316,355,108,4.85,4.85,86,0.73,10,2025-06-30,2025-07-10,6.49,1576.12,52.54,8,3.692424754843627
WMC2A368,Canned Ketchup,Non-Perishable,Grocery,494,449,186,215,5.0,5.0,44,0.57,8,2025-07-07,2025-07-16,5.06,766.94,25.56,9,2.8560250987981988
WM24277F,Great Value Toothpaste,Non-Perishable,Personal Care,409,131,433,81,3.88,3.88,60,0.89,8,2025-06-30,2025-07-08,2.5,1041.19,34.71,6,4.06223001207383
WM053675,Organic Bagels,Perishable,Bakery,20,2,373,405,3.48,3.13,93,0.37,1,2025-07-07,2025-07-09,2.18,1964.88,65.5,2,1.9083969465648856
WMD18EE6,Organic Milk,Perishable,Dairy,17,6,222,368,2.57,2.57,33,0.0,2,2025-07-07,2025-07-11,6.03,1042.53,34.75,4,5.151079136690647
WMCADC4D,Tyson Pasta,Perishable,Grocery,508,28,89,89,3.99,3.99,70,0.5,8,2025-07-07,2025-07-15,4.2,2395.69,79.86,8,0.8765339276860274
WM950CD8,Uncle Ben's Croissants 16oz,Perishable,Bakery,10,2,230,414,4.66,4.19,42,0.47,2,2025-07-07,2025-07-10,5.2,962.14,32.07,3,7.047084569709995
WMF7F593,Campbell's Rice,Non-Perishable,Grocery,361,128,230,138,9.78,9.78,31,0.0,13,2025-07-01,2025-07-14,6.96,877.98,29.27,12,5.773829769625913
WM1F454A,Organic Shampoo 16oz,Perishable,Personal Care,634,215,457,0,10.38,10.38,257,2.49,8,2025-06-28,2025-07-06,4.4,2273.75,75.79,4,3.390948633005592
WM9E98E0,Organic Pasta 12oz,Perishable,Grocery,408,337,238,135,3.83,3.83,69,0.48,8,2025-06-28,2025-07-06,3.12,1415.81,47.19,4,4.322949903298755
WM0A6043,Tyson Pork,Perishable,Meat,8,5,284,529,1.85,1.85,14,0.15,1,2025-07-07,2025-07-09,6.05,410.07,13.67,2,18.946598284893145
WM96A440,Barilla Muffins 12oz,Perishable,Bakery,54,47,134,134,8.44,8.44,91,1.17,2,2025-07-07,2025-07-11,5.64,1908.9,63.63,4,1.4301429902945542
WM0EAA48,Barilla Pasta Organic,Perishable,Grocery,468,467,177,8,4.9,4.9,142,0.89,8,2025-06-25,2025-07-03,2.98,2254.96,75.17,1,1.9954769675911597
WM9AEE53,Canned Beans 12oz,Perishable,Grocery,321,92,433,811,2.56,2.56,19,0.28,13,2025-07-07,2025-07-21,6.35,542.73,18.09,14,21.94582623832685
WM252809,Tyson Muffins 16oz,Perishable,Bakery,38,7,224,238,7.52,7.52,56,1.06,1,2025-07-07,2025-07-08,5.47,829.05,27.64,1,2.5325615609896133
WM300FAA,Barilla Bacon Organic,Perishable,Meat,6,0,219,119,7.18,6.78,5,0.4,1,2025-06-28,2025-06-29,7.01,133.27,4.44,0,26.801801456393832
WMD5B6B4,Bananas,Perishable,Produce,12,7,371,133,1.78,1.78,34,0.32,2,2025-06-30,2025-07-02,4.71,741.79,24.73,0,6.752931786948922
WM61AD9E,Tyson Rolls 12oz,Perishable,Bakery,30,5,397,605,2.16,2.16,87,0.35,1,2025-07-07,2025-07-08,4.92,2048.1,68.27,1,4.321078284833351
WM216566,Great Value Earbuds 16oz,Non-Perishable,Electronics,437,146,336,0,78.99,78.99,292,20.7,13,2025-06-21,2025-07-04,6.4,1686.06,56.2,2,5.19572946683226
WMC6A2D0,Great Value Rolls 12oz,Perishable,Bakery,38,27,448,598,0.68,0.68,71,0.11,1,2025-07-07,2025-07-09,3.81,1876.87,62.56,2,3.532608618105824
WM32424B,Del Monte Sauce 12oz,Non-Perishable,Grocery,454,379,260,445,5.83,5.83,8,1.07,12,2025-07-07,2025-07-19,3.02,82.95,2.76,12,69.92753647350759
WM8148D9,Fresh Onions 16oz,Perishable,Produce,10,8,140,158,7.0,7.0,36,0.89,2,2025-07-07,2025-07-10,5.44,505.44,16.85,3,3.204747701927939
WM7D3DD0,Sara Lee Pork 12oz,Perishable,Meat,6,0,102,102,7.66,7.58,97,0.45,1,2025-07-07,2025-07-08,4.36,2092.28,69.74,1,1.3908804555669805
WM9CC60B,Barilla Pasta 16oz,Non-Perishable,Grocery,533,77,138,224,1.46,1.46,8,0.24,7,2025-07-07,2025-07-15,3.4,278.19,9.27,8,10.14023682396634
WM88A1B7,Heinz Bacon 16oz,Perishable,Meat,13,12,473,597,8.95,8.95,42,0.83,1,2025-07-07,2025-07-08,4.6,667.38,22.25,1,7.46067415730337
WM340016,Barilla TV,Non-Perishable,Electronics,648,553,404,0,77.58,77.58,130,19.64,13,2025-06-27,2025-07-10,8.32,1782.8,59.43,8,2.187447405896753
WM1A11C8,Uncle Ben's Sausage,Perishable,Meat,5,1,53,53,9.55,9.55,30,1.34,1,2025-07-07,2025-07-08,5.66,2040.36,68.01,1,0.4411115873795616
WM723895,Heinz Butter,Perishable,Dairy,22,3,328,421,4.89,4.89,87,0.35,1,2025-07-07,2025-07-09,8.3,1828.28,60.94,2,2.9537250419482124
WM048F8D,Fresh Lettuce,Perishable,Produce,5,2,449,484,8.22,7.4,181,1.78,2,2025-07-07,2025-07-09,5.61,1971.91,65.73,2,3.2861705304814204
WM070306,Organic Muffins,Perishable,Bakery,5,2,431,339,6.79,6.11,31,0.93,2,2025-07-01,2025-07-03,1.8,406.54,13.55,1,27.30627267835733
WM518758,Sara Lee Sauce,Perishable,Grocery,559,11,147,79,0.71,0.71,29,0.09,10,2025-06-22,2025-07-02,6.23,768.72,25.62,0,4.215456536387513
WME694C1,Sara Lee Cereal 16oz,Non-Perishable,Grocery,526,26,350,217,0.69,0.69,56,0.12,13,2025-06-22,2025-07-05,4.27,1438.42,47.95,3,5.6934305663453015
WM94A45A,Uncle Ben's Shampoo,Perishable,Personal Care,396,23,224,0,19.85,19.85,107,4.16,8,2025-06-25,2025-07-03,3.35,1159.08,38.64,1,2.769151182457447
WMF405FF,Heinz Cheese,Perishable,Dairy,4,1,64,0,4.85,4.85,36,0.33,1,2025-07-01,2025-07-02,2.98,890.36,29.68,0,1.212937992919161
WMBC6837,Tyson Croissants,Perishable,Bakery,51,24,422,243,4.28,4.28,52,0.47,1,2025-07-01,2025-07-02,4.25,1048.06,34.94,0,8.44304555222549
WM838010,Barilla Cereal,Non-Perishable,Grocery,631,234,211,0,4.15,4.15,42,0.46,7,2025-07-01,2025-07-08,5.99,1008.02,33.6,6,1.250000056766331
WM7535C4,Great Value Beans 16oz,Non-Perishable,Grocery,496,459,369,76,6.77,6.77,16,0.94,13,2025-06-30,2025-07-13,6.46,262.53,8.75,11,10.514285714285714
WM417BDD,Tyson Bread Organic,Perishable,Bakery,28,17,190,341,7.23,7.23,26,0.0,2,2025-07-07,2025-07-11,9.37,871.57,29.05,4,6.092943361395761
WM627F31,Canned Pasta,Non-Perishable,Grocery,519,274,359,181,6.76,6.76,113,1.09,13,2025-06-20,2025-07-03,9.05,1629.52,54.32,1,5.41237116442792
WM4403E8,Uncle Ben's Milk,Perishable,Dairy,6,2,201,33,5.81,5.23,24,0.0,2,2025-06-30,2025-07-02,8.93,647.31,21.58,0,2.641334578383588
WMAEB330,Great Value Charger 16oz,Perishable,Electronics,458,81,272,0,96.0,96.0,217,22.85,13,2025-06-26,2025-07-09,4.47,1353.43,45.11,7,4.810463246817252
WMBE413D,Heinz Rice 16oz,Non-Perishable,Grocery,590,365,424,114,6.1,6.1,26,0.0,11,2025-06-23,2025-07-04,2.21,881.64,29.39,2,4.763525107431949
WM68B1BF,Great Value Bread,Perishable,Bakery,6,0,338,120,8.02,8.02,48,0.0,1,2025-06-17,2025-06-18,5.66,1416.31,47.21,0,2.54183440642065
WM71DE44,Organic Grapes Organic,Perishable,Produce,8,1,354,455,9.01,8.11,113,1.41,1,2025-07-07,2025-07-10,4.42,1373.61,45.79,3,4.673509406448446
WMBEE78E,Heinz Sauce Organic,Non-Perishable,Grocery,648,491,373,163,7.95,7.95,104,1.49,8,2025-06-29,2025-07-07,8.51,1269.46,42.32,5,6.309073769503226
WM208A32,Tyson Rolls 12oz,Perishable,Bakery,48,27,481,778,1.04,1.04,41,0.13,1,2025-07-07,2025-07-10,8.72,1144.32,38.14,3,8.862087189538247
WME86A91,Tyson Croissants 12oz,Perishable,Bakery,21,1,262,345,9.7,8.05,13,1.45,2,2025-07-07,2025-07-09,3.16,136.99,4.57,2,21.00656376235981
WM84C877,Del Monte Rolls 12oz,Perishable,Bakery,46,19,295,348,3.74,3.74,59,0.63,1,2025-07-07,2025-07-08,3.06,1060.14,35.34,1,3.1692133422868256
WM26C24A,Campbell's Pork Organic,Perishable,Meat,4,0,188,94,6.36,5.68,39,0.68,1,2025-06-27,2025-06-28,4.46,1200.69,40.02,0,2.348825560339655
WM40541D,Tyson Milk 12oz,Perishable,Dairy,11,0,84,52,7.22,7.22,13,0.0,1,2025-06-25,2025-06-26,4.84,376.41,12.55,0,4.143426231848937
WM5C7767,Del Monte Cheese 16oz,Perishable,Dairy,54,25,72,21,5.11,5.11,49,0.44,2,2025-06-30,2025-07-02,6.28,1037.56,34.59,0,2.0237062645622124
WMCD2FE1,Organic Croissants,Perishable,Bakery,22,5,483,812,8.16,8.16,82,1.12,1,2025-07-07,2025-07-09,4.27,1175.23,39.17,2,10.492724513983978
WM0D79AC,Great Value Beef,Perishable,Meat,13,5,140,201,5.43,5.43,12,0.74,1,2025-07-07,2025-07-09,5.76,254.87,8.5,2,8.588235294117647
WM7756BC,Organic Apples,Perishable,Produce,12,0,55,55,7.27,7.27,19,0.73,2,2025-07-07,2025-07-10,4.76,1425.15,47.5,3,0.4
WM673737,Organic Milk 16oz,Perishable,Dairy,18,14,414,615,6.02,6.02,48,0.0,1,2025-07-07,2025-07-08,4.75,1463.87,48.8,1,5.1024590961653145
WM685007,Canned Beans 16oz,Perishable,Grocery,650,431,241,96,9.15,9.15,121,1.49,13,2025-06-29,2025-07-12,3.9,1477.6,49.25,10,4.406091370558376
